0;372;-107025.86;-103844.74;Bom;Sem Abrigo;No;SCoTTURB;479;1338;Avenida Gonçalves Zarco;
1;375;-107044.63;-103620.23;Bom;Fechado dos Lados;Yes;SCoTTURB;479;1315;Rua das Escolas;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
2;376;-107047.8;-103631.28;Bom;Sem Abrigo;No;SCoTTURB;479;1315;Rua das Escolas;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
3;825;-107055.50456594217;-104067.91249783145;Bom;Sem Abrigo;No;SCoTTURB;479;1338;Avenida Gonçalves Zarco;
4;824;-107062.58;-104020.28;Bom;Fechado dos Lados;No;SCoTTURB;479;1338;Avenida Gonçalves Zarco;
5;495;-107142.69;-103759.12;Bom;Fechado dos Lados;Yes;SCoTTURB;479;1421;Rotunda da Quinta do Marquês;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
6;507;-107368.48;-103668.54;Bom;Fechado dos Lados;No;SCoTTURB;479;1426;Avenida da República;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
7;509;-107387.31;-103679.6;Bom;Fechado dos Lados;Yes;SCoTTURB;479;1426;Avenida da República;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
8;508;-107491.16;-103120.89;Bom;Fechado dos Lados;Yes;SCoTTURB;479;1426;Avenida da República;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
9;924;-107625.08;-103117.77;Bom;Fechado dos Lados;No;SCoTTURB;479;1431;Avenida Salvador Allende;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
10;513;-107854.63;-102915.29;Bom;Fechado dos Lados;Yes;SCoTTURB;479;1422;Rua da Quinta Grande;Oeiras e São Julião da Barra, Paço de Arcos e Caxias
